run_id,key,value,step,timestamp
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,4,1683836669214
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,5,1683836672740
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,6,1683836674886
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,7,1683836677225
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,8,1683836679363
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,9,1683836681266
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,10,1683836683343
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,11,1683836685519
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,12,1683836687739
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,13,1683836690195
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,14,1683836692436
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,15,1683836694547
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,16,1683836696757
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,17,1683836698633
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,18,1683836700435
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,19,1683836704460
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,20,1683836706810
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,21,1683836709470
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,22,1683836712144
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,23,1683836714592
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,24,1683836717008
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,25,1683836719193
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,26,1683836720954
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,27,1683836723800
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,28,1683836725777
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,29,1683836728349
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,30,1683836730437
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,31,1683836732821
ef5fc1ccad654f71879742b6ca41d0ba,avg_rewards,0,32,1683836734944
