run_id,key,value,step,timestamp
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,4,1683889025863
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,5,1683889029709
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,6,1683889031614
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,7,1683889034395
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,8,1683889036733
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,9,1683889038949
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,10,1683889041029
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,11,1683889043071
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,12,1683889044972
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,13,1683889047139
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,14,1683889049628
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,15,1683889051901
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,16,1683889054305
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,17,1683889056395
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,18,1683889058489
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,19,1683889060458
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,20,1683889062760
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,21,1683889064630
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,22,1683889067319
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,23,1683889069462
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,24,1683889071726
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,25,1683889073203
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,26,1683889074855
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,27,1683889076934
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,28,1683889078836
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,29,1683889081050
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,30,1683889084403
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,31,1683889086536
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,32,1683889088425
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,33,1683889091131
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,34,1683889093547
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,35,1683889096449
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,36,1683889099280
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,37,1683889101290
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,38,1683889104083
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,39,1683889106008
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,40,1683889108041
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,41,1683889110470
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,42,1683889112953
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,43,1683889114912
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,44,1683889117098
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,45,1683889119379
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,46,1683889121722
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,47,1683889123967
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,48,1683889126319
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,49,1683889128058
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,50,1683889129867
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,51,1683889131991
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,52,1683889134440
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,53,1683889137966
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,54,1683889141415
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,55,1683889145417
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,56,1683889148699
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,57,1683889151143
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,58,1683889153626
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,59,1683889156027
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,60,1683889158169
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,61,1683889160834
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,62,1683889162604
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,63,1683889165046
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,64,1683889167473
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,65,1683889169634
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,66,1683889172263
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,67,1683889174470
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,68,1683889176362
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,69,1683889178578
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,70,1683889180468
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,71,1683889182731
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,72,1683889185068
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,73,1683889187593
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,74,1683889189627
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,75,1683889191476
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,76,1683889193585
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,77,1683889195516
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,0,78,1683889197430
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1397.5,79,1683889199881
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1397.5,80,1683889202429
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1440.5,81,1683889205090
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1426.1666259765625,82,1683889207225
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1426.1666259765625,83,1683889208364
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1459.5,84,1683889209342
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1464.300048828125,85,1683889210300
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1453.1666259765625,86,1683889211240
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1477.642822265625,87,1683889212204
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1487.875,88,1683889213099
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1487.388916015625,89,1683889214028
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1501.0999755859375,90,1683889214891
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1499.5,91,1683889215842
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1504.5,92,1683889216721
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1513.730712890625,93,1683889217732
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1517,94,1683889218661
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1519.8333740234375,95,1683889219561
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1526.375,96,1683889220555
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1532.1470947265625,97,1683889221552
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1532.1470947265625,98,1683889229752
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1532.1470947265625,99,1683889231896
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1532.1470947265625,100,1683889234168
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1532.1470947265625,101,1683889236338
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1532.1470947265625,102,1683889238350
b6b18253f03e4eeeb1ed5d8e9468da93,avg_rewards,1532.1470947265625,103,1683889240865
