run_id,key,value,step,timestamp
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,4,1683765507107
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,5,1683765510208
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,6,1683765512934
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,7,1683765514859
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,8,1683765516926
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,9,1683765519758
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,10,1683765522430
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,11,1683765525463
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,12,1683765528157
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,13,1683765530496
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,14,1683765533680
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,15,1683765536564
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,16,1683765539220
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,17,1683765543213
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,18,1683765545801
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,19,1683765548951
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,20,1683765552194
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,21,1683765554452
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,22,1683765557291
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,23,1683765560026
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,24,1683765562494
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,25,1683765564531
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,26,1683765567221
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,27,1683765569350
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,28,1683765572473
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,29,1683765575278
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,30,1683765577630
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,31,1683765580406
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,32,1683765582913
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,33,1683765585319
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,34,1683765588171
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,35,1683765591575
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,36,1683765594063
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,37,1683765596506
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,38,1683765600051
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,39,1683765603564
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,40,1683765608052
57bb3ea3fc1646588e3cb63d8e624264,avg_rewards,0,41,1683765611880
